"ID","AgeRange","Job","ZipCode","Male"
3822,45,"writer","98027",1
3823,56,"executive/managerial","93711",1
3824,25,"technician/engineer","32308",1
3825,18,"academic","06279",1
3826,25,"academic","48105",1
3827,50,"artist","87020",1
3828,25,"writer","92101",1
3829,25,"academic","22307",0
3830,18,"college/grad student","60630",1
3831,18,"doctor/health care","84780",0
3832,25,"executive/managerial","43214",0
3833,25,"academic","68516",1
3834,18,"artist","02322",1
3835,25,"executive/managerial","40515",1
3836,50,"farmer","84770",0
3837,25,"technician/engineer","28804",1
3838,25,"sales/marketing","10033",0
3839,50,"sales/marketing","02651",1
3840,25,"other or not specified","02176",0
3841,45,"tradesman/craftsman","26101",1
3842,35,"self-employed","92054",0
3843,1,"K-12 student","32043",0
3844,18,"college/grad student","73071",1
3845,25,"programmer","94065",1
3846,35,"other or not specified","33884",1
3847,25,"executive/managerial","12801",1
3848,25,"scientist","70809",1
3849,35,"other or not specified","14086",1
3850,18,"clerical/admin","92278",1
3851,25,"programmer","60657",1
3852,50,"self-employed","60302",1
3853,25,"sales/marketing","92614",1
3854,25,"sales/marketing","30340",1
3855,25,"technician/engineer","20886",1
3856,35,"writer","93449",0
3857,18,"sales/marketing","08822",1
3858,45,"homemaker","63119",0
3859,25,"other or not specified","89145",1
3860,45,"technician/engineer","44129",1
3861,18,"college/grad student","12604",1
3862,25,"technician/engineer","10025",1
3863,25,"other or not specified","94558",1
3864,50,"writer","29630",1
3865,1,"K-12 student","95864",0
3866,45,"sales/marketing","63130",1
3867,35,"clerical/admin","45215",1
3868,18,"programmer","73112",1
3869,18,"technician/engineer","63544",1
3870,25,"technician/engineer","95050",1
3871,18,"college/grad student","64468",1
3872,25,"academic","14613",1
3873,45,"artist","94558",0
3874,25,"executive/managerial","92103",1
3875,25,"other or not specified","66605",1
3876,25,"other or not specified","11235",1
3877,45,"academic","33705",1
3878,35,"self-employed","22124",1
3879,25,"clerical/admin","83687",1
3880,25,"executive/managerial","54942",1
3881,18,"artist","44515",1
3882,56,"sales/marketing","55337",1
3883,50,"self-employed","78411",1
3884,18,"college/grad student","78759",1
3885,25,"programmer","92728",1
3886,35,"executive/managerial","95008",1
3887,18,"college/grad student","80513",1
3888,45,"technician/engineer","02067",1
3889,45,"doctor/health care","66203",1
3890,18,"college/grad student","33143",1
3891,56,"self-employed","90039",0
3892,25,"writer","91505",1
3893,25,"doctor/health care","79401",1
3894,35,"self-employed","02139",1
3895,35,"other or not specified","20723",0
3896,35,"other or not specified","60914",1
3897,56,"technician/engineer","92069",1
3898,45,"lawyer","01772",1
3899,25,"technician/engineer","02135",1
3900,25,"sales/marketing","55343",0
3901,18,"sales/marketing","85282",1
3902,25,"customer service","46239",1
3903,25,"other or not specified","02542",1
3904,1,"K-12 student","48445",1
3905,25,"technician/engineer","36106",1
3906,50,"technician/engineer","54409",1
3907,18,"sales/marketing","22201",0
3908,25,"other or not specified","10021",1
3909,18,"technician/engineer","19104",1
3910,25,"writer","91505",1
3911,18,"other or not specified","92037",1
3912,25,"college/grad student","19104",1
3913,18,"technician/engineer","40207",1
3914,35,"college/grad student","84123",1
3915,35,"clerical/admin","71111",0
3916,25,"college/grad student","02134",1
3917,35,"homemaker","60618",0
3918,25,"tradesman/craftsman","30189",1
3919,45,"other or not specified","73702",1
3920,35,"technician/engineer","63126",1
3921,25,"sales/marketing","95820",1
3922,18,"college/grad student","53211",1
3923,35,"artist","92115",1
3924,50,"programmer","90254",1
3925,25,"programmer","77042",1
3926,25,"artist","94404",1
3927,25,"self-employed","67846",0
3928,25,"other or not specified","55812",1
3929,25,"customer service","80227",1
3930,56,"clerical/admin","52240",1
3931,25,"customer service","92117",1
3932,25,"executive/managerial","49221",1
3933,35,"doctor/health care","48073",0
3934,25,"other or not specified","44512",1
3935,35,"tradesman/craftsman","72118",1
3936,35,"programmer","01464",0
3937,56,"artist","92020",1
3938,25,"artist","92711",1
3939,45,"executive/managerial","91405",1
3940,35,"writer","32708",1
3941,45,"technician/engineer","40031",1
3942,18,"college/grad student","49855",1
3943,35,"executive/managerial","98074",0
3944,35,"self-employed","80401",0
3945,45,"academic","96778",0
3946,25,"programmer","22207",0
3947,25,"other or not specified","90019",1
3948,45,"programmer","61554",0
3949,45,"other or not specified","44266",1
3950,25,"college/grad student","60056",1
3951,18,"college/grad student","60014",0
3952,45,"academic","12449",0
3953,25,"programmer","55117",1
3954,18,"college/grad student","32601",1
3955,35,"other or not specified","12831",1
3956,25,"other or not specified","94930",1
3957,35,"lawyer","40242",1
3958,45,"executive/managerial","46112",1
3959,45,"academic","03768",0
3960,35,"sales/marketing","55014",0
3961,25,"academic","45230",1
3962,56,"other or not specified","98115",0
3963,50,"writer","30030",1
3964,56,"self-employed","66502",1
3965,18,"lawyer","65202",1
3966,25,"other or not specified","30096",1
3967,18,"artist","13603",0
3968,25,"artist","02903",1
3969,56,"executive/managerial","12345",1
3970,25,"artist","02903",0
3971,18,"college/grad student","80228",0
3972,25,"doctor/health care","23229",0
3973,25,"executive/managerial","60614",1
3974,35,"other or not specified","30741",1
3975,25,"customer service","43229",0
3976,25,"other or not specified","44107",0
3977,35,"sales/marketing","22180",1
3978,35,"retired","78252",1
3979,50,"homemaker","59072",0
3980,25,"college/grad student","66762",1
3981,45,"other or not specified","97701",0
3982,56,"retired","95929",1
3983,25,"other or not specified","30606",1
3984,25,"executive/managerial","75089",1
3985,45,"self-employed","01880",1
3986,25,"executive/managerial","33324",1
3987,18,"college/grad student","01742",0
3988,25,"sales/marketing","60647",0
3989,50,"programmer","30030",1
3990,25,"self-employed","17350",1
3991,25,"executive/managerial","33309",1
3992,25,"college/grad student","32653",1
3993,25,"other or not specified","22015",1
3994,50,"executive/managerial","43081",1
3995,35,"technician/engineer","22810",1
3996,18,"sales/marketing","32825",1
3997,35,"technician/engineer","45255",1
3998,45,"other or not specified","74354",1
3999,35,"technician/engineer","30701",1
4000,35,"executive/managerial","08876",1
4001,25,"academic","01860",0
4002,45,"self-employed","20880",1
4003,56,"retired","46143",1
4004,50,"other or not specified","21050",1
4005,35,"executive/managerial","12110",1
4006,1,"executive/managerial","48038",1
4007,35,"programmer","88005",1
4008,18,"academic","92802",1
4009,18,"executive/managerial","44039",1
4010,25,"sales/marketing","94533",1
4011,25,"technician/engineer","85210",1
4012,18,"college/grad student","49503",1
4013,25,"academic","77803",1
4014,25,"other or not specified","48316",1
4015,45,"clerical/admin","75605",0
4016,50,"other or not specified","33901",1
4017,25,"sales/marketing","17972",1
4018,45,"writer","75214",0
4019,35,"technician/engineer","54601",1
4020,25,"doctor/health care","77034",1
4021,50,"writer","95236",1
4022,35,"sales/marketing","53403",1
4023,35,"homemaker","32404",0
4024,25,"customer service","45011",1
4025,56,"doctor/health care","77018",0
4026,25,"executive/managerial","68164",1
4027,25,"executive/managerial","12533",0
4028,25,"college/grad student","02140",1
4029,56,"clerical/admin","21114",0
4030,35,"executive/managerial","89128",1
4031,25,"other or not specified","42445",1
4032,25,"programmer","56301",1
4033,25,"doctor/health care","43551",1
4034,25,"other or not specified","21113",1
4035,18,"college/grad student","45251",1
4036,25,"academic","46530",1
4037,50,"self-employed","80206",1
4038,50,"doctor/health care","11510",1
4039,25,"self-employed","97401",1
4040,25,"writer","75006",1
4041,18,"clerical/admin","48005",1
4042,35,"scientist","94002",1
4043,25,"scientist","94002",0
4044,35,"clerical/admin","95826",0
4045,56,"retired","40511",1
4046,45,"technician/engineer","53545",1
4047,18,"college/grad student","30606",1
4048,35,"academic","89431",0
4049,45,"lawyer","33133",1
4050,35,"doctor/health care","60061",1
4051,18,"sales/marketing","01604",1
4052,25,"artist","43551",1
4053,25,"tradesman/craftsman","36264",1
4054,35,"clerical/admin","68122",1
4055,50,"other or not specified","98826",1
4056,1,"K-12 student","28270",1
4057,35,"doctor/health care","18249",1
4058,25,"doctor/health care","73118",1
4059,25,"sales/marketing","80232",1
4060,25,"tradesman/craftsman","55412",1
4061,50,"doctor/health care","32726",1
4062,25,"executive/managerial","60559",1
4063,35,"academic","29070",0
4064,45,"other or not specified","20851",1
4065,45,"customer service","48341",0
4066,25,"other or not specified","19010",1
4067,45,"writer","91607",1
4068,56,"clerical/admin","89185",1
4069,35,"scientist","19406",1
4070,25,"scientist","93107",1
4071,25,"technician/engineer","33823",1
4072,50,"doctor/health care","93111",1
4073,25,"doctor/health care","70003",1
4074,35,"doctor/health care","78746",1
4075,25,"self-employed","47901",1
4076,25,"technician/engineer","55344",1
4077,35,"artist","22030",0
4078,25,"scientist","28226",1
4079,35,"technician/engineer","26505",1
4080,35,"academic","48912",1
4081,18,"programmer","19403",1
4082,25,"writer","79912",1
4083,56,"sales/marketing","92630",1
4084,56,"retired","14215",1
4085,25,"doctor/health care","79416",0
4086,1,"K-12 student","55391",0
4087,1,"college/grad student","63376",1
4088,25,"clerical/admin","77057",1
4089,25,"executive/managerial","79416",1
4090,56,"doctor/health care","77379",1
4091,25,"technician/engineer","55410",1
4092,25,"other or not specified","19063",0
4093,25,"college/grad student","70806",1
4094,25,"technician/engineer","49017",1
4095,25,"other or not specified","10013",1
4096,25,"scientist","60004",1
4097,25,"executive/managerial","63366",1
4098,35,"executive/managerial","53150",1
4099,35,"technician/engineer","94954",1
4100,56,"doctor/health care","77096",1
4101,18,"college/grad student","23233",1
4102,1,"K-12 student","48655",1
4103,18,"self-employed","11211",1
4104,18,"self-employed","42141",1
4105,50,"executive/managerial","34243",1
4106,25,"self-employed","95437",1
4107,25,"other or not specified","23221",0
4108,35,"technician/engineer","77536",1
4109,35,"clerical/admin","97202",1
4110,45,"executive/managerial","41722",0
4111,25,"scientist","32603",1
4112,45,"tradesman/craftsman","47129",1
4113,35,"technician/engineer","58503",1
4114,35,"sales/marketing","48187",1
4115,25,"scientist","99353",1
4116,35,"executive/managerial","07040",1
4117,18,"college/grad student","43551",1
4118,25,"clerical/admin","91221",1
4119,50,"academic","39401",1
4120,25,"self-employed","71118",1
4121,45,"executive/managerial","08876",1
4122,18,"unemployed","82070",1
4123,25,"college/grad student","46807",0
4124,25,"tradesman/craftsman","62330",1
4125,35,"artist","13676",1
4126,25,"technician/engineer","53188",1
4127,50,"technician/engineer","16803",1
4128,35,"doctor/health care","60025",1
4129,56,"lawyer","12144",1
4130,35,"doctor/health care","48439",1
4131,45,"executive/managerial","97720",1
4132,25,"technician/engineer","80112",1
4133,45,"college/grad student","77009",1
4134,45,"programmer","85283",0
4135,1,"K-12 student","46321",1
4136,50,"self-employed","60056",1
4137,25,"executive/managerial","91941",1
4138,25,"executive/managerial","91423",1
4139,56,"sales/marketing","40207",1
4140,25,"other or not specified","32112",1
4141,35,"technician/engineer","95014",1
4142,56,"executive/managerial","01040",1
4143,25,"customer service","60441",0
4144,18,"college/grad student","02451",1
4145,50,"academic","78681",0
4146,35,"technician/engineer","44301",1
4147,50,"executive/managerial","02889",0
4148,35,"executive/managerial","55021",0
4149,35,"academic","32792",1
4150,25,"other or not specified","29672",1
4151,45,"writer","43201",1
4152,25,"sales/marketing","74114",1
4153,50,"technician/engineer","16801",1
4154,25,"academic","29440",1
4155,50,"technician/engineer","85712",1
4156,56,"writer","95123",1
4157,50,"tradesman/craftsman","97321",1
4158,1,"K-12 student","90039",0
4159,50,"homemaker","01450",0
4160,35,"writer","10027",1
4161,45,"other or not specified","90404",1
4162,25,"sales/marketing","23221",0
4163,56,"executive/managerial","08901",1
4164,35,"academic","50677",1
4165,25,"sales/marketing","94114",0
4166,25,"executive/managerial","75240",0
4167,25,"writer","22032",1
4168,45,"doctor/health care","37766",0
4169,50,"other or not specified","66048",1
4170,45,"executive/managerial","53713",1
4171,56,"self-employed","79705",1
4172,35,"executive/managerial","19901",1
4173,18,"lawyer","29063",0
4174,35,"clerical/admin","20110",0
4175,35,"other or not specified","66204",1
4176,45,"executive/managerial","19008",1
4177,35,"technician/engineer","90680",1
4178,50,"self-employed","08033",0
4179,35,"writer","94949",0
4180,56,"retired","13502",1
4181,25,"executive/managerial","33177",0
4182,25,"tradesman/craftsman","80903",1
4183,25,"academic","91730",1
4184,50,"executive/managerial","32114",1
4185,25,"sales/marketing","90274",1
4186,25,"executive/managerial","33308",1
4187,56,"writer","63026",0
4188,50,"executive/managerial","74137",1
4189,35,"sales/marketing","91364",1
4190,45,"technician/engineer","89108",1
4191,45,"scientist","55446",0
4192,35,"technician/engineer","77521",1
4193,56,"retired","93907",1
4194,18,"college/grad student","60637",1
4195,56,"retired","95050",0
4196,35,"sales/marketing","14221",1
4197,45,"academic","18042",0
4198,18,"college/grad student","80631",1
4199,25,"homemaker","32712",0
4200,45,"executive/managerial","10543",1
4201,25,"other or not specified","65550",0
4202,25,"executive/managerial","21234",1
4203,25,"tradesman/craftsman","58270",1
4204,35,"executive/managerial","06905",1
4205,25,"scientist","87801",0
4206,35,"academic","22947",0
4207,35,"academic","90731",1
4208,35,"other or not specified","90403",0
4209,56,"other or not specified","37363",1
4210,25,"technician/engineer","85710",1
4211,45,"customer service","77662",1
4212,56,"tradesman/craftsman","56716",1
4213,35,"executive/managerial","63125",1
